duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,difficulty_level
59,tcp,telnet,SF,3274,6799,0,0,0,0,0,1,0,1,1,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,loadmodule,10
5,udp,http,SF,289,5075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,4,0.05,0.05,0,0,0.95,0.05,0,122,77,0.98,0.02,0,0,0,0,0,0,normal,21
0,tcp,private,S0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,340,0.81,0.81,0,0,0.98,0.04,0,255,38,0.1,0,0,0,0.81,0,0,0,neptune,19
0,tcp,private,REJ,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,197,0.98,0.98,0,0,0.94,0.01,0,255,20,0.07,0,0,0,0.98,0,0,0,neptune,15
9,tcp,ftp_data,SF,2418,9259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0.01,0.01,0,0,0.94,0.06,0,105,254,0.91,0.09,0,0,0,0,0,0,normal,21
0,tcp,private,RSTO,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0.06,0.6,0,165,7,0,0.5,0.77,0,0,0,0,0,portsweep,17
3,udp,http,SF,302,8989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0.01,0.01,0,0,0.95,0.05,0,40,233,0.96,0.04,0,0,0,0,0,0,normal,21
0,tcp,http,S0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,494,1.0,1.0,0,0,0.97,0.02,0,255,23,0.07,0,0,0,1.0,0,0,0,neptune,16
7,tcp,domain_u,SF,1879,11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.05,0.05,0,0,0.94,0.06,0,17,205,0.88,0.12,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,163,0.0,0.0,0,0,0.99,0.08,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,17
3,tcp,http,SF,1359,6917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,9,0.02,0.02,0,0,0.93,0.07,0,43,173,0.86,0.14,0,0,0,0,0,0,normal,21
0,tcp,http,S0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,201,0.82,0.82,0,0,0.95,0.03,0,255,2,0.12,0,0,0,0.82,0,0,0,teardrop,17
0,tcp,http,REJ,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,400,0.95,0.95,0,0,1.0,0.04,0,255,15,0.17,0,0,0,0.95,0,0,0,back,20
0,tcp,http,S0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,297,0.87,0.87,0,0,0.94,0.06,0,255,46,0.05,0,0,0,0.87,0,0,0,neptune,20
0,udp,http,SF,653,12558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,10,0.04,0.04,0,0,0.95,0.05,0,128,53,0.87,0.13,0,0,0,0,0,0,normal,21
0,tcp,other,SF,73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.12,0.66,0,254,7,0,0.62,0.76,0,0,0,0,0,ipsweep,18
6,tcp,ftp_data,SF,664,13055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.01,0.01,0,0,0.93,0.07,0,196,89,0.88,0.12,0,0,0,0,0,0,normal,21
0,tcp,other,SH,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.16,0.88,0,216,2,0,0.79,0.71,0,0,0,0,0,ipsweep,18
2,tcp,domain_u,SF,1561,4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.02,0.02,0,0,1.0,0.0,0,234,111,0.91,0.09,0,0,0,0,0,0,normal,21
59,tcp,telnet,SF,608,1582,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0,guess_passwd,12
6,tcp,http,SF,503,12312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,0.0,0.0,0,0,0.9,0.1,0,62,56,0.88,0.12,0,0,0,0,0,0,normal,21
33,tcp,ftp,SF,357,2974,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,ftp_write,10
8,tcp,ftp_data,SF,491,13450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0.04,0.04,0,0,0.92,0.08,0,23,93,0.97,0.03,0,0,0,0,0,0,normal,21
8,tcp,ftp_data,SF,2487,3850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0.03,0.03,0,0,0.93,0.07,0,27,249,0.92,0.08,0,0,0,0,0,0,normal,21
1,udp,domain_u,SF,2215,6902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0.02,0.02,0,0,0.97,0.03,0,28,52,0.93,0.07,0,0,0,0,0,0,normal,21
0,tcp,private,S0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,166,0.92,0.92,0,0,0.96,0.08,0,255,28,0.08,0,0,0,0.92,0,0,0,neptune,18
24,tcp,telnet,SF,314,1947,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,guess_passwd,12
0,tcp,http,S0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,208,0.93,0.93,0,0,0.96,0.07,0,255,40,0.17,0,0,0,0.93,0,0,0,back,17
8,udp,domain_u,SF,1815,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.03,0.03,0,0,0.91,0.09,0,247,72,0.94,0.06,0,0,0,0,0,0,normal,21
2,icmp,other,REJ,82,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.1,0.68,0,240,3,0,0.84,0.74,0,0,0,0,0,nmap,15
5,tcp,private,SH,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.12,0.76,0,161,5,0,0.58,0.81,0,0,0,0,0,nmap,13
0,tcp,smtp,SF,1090,14029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,8,0.05,0.05,0,0,0.93,0.07,0,32,53,0.91,0.09,0,0,0,0,0,0,normal,21
5,tcp,ftp_data,SF,668,3546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,0.0,0.0,0,0,0.91,0.09,0,182,128,0.9,0.1,0,0,0,0,0,0,normal,21
1,udp,domain_u,SF,2093,11857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0.04,0.04,0,0,0.91,0.09,0,124,166,0.92,0.08,0,0,0,0,0,0,normal,21
0,tcp,http,S0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,294,0.82,0.82,0,0,0.99,0.08,0,255,29,0.03,0,0,0,0.82,0,0,0,back,19
3,tcp,smtp,SF,884,6450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.01,0.01,0,0,0.93,0.07,0,129,192,0.88,0.12,0,0,0,0,0,0,normal,21
0,tcp,http,S0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,281,0.99,0.99,0,0,1.0,0.04,0,255,36,0.04,0,0,0,0.99,0,0,0,back,20
10,tcp,smtp,SF,2251,8045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,4,0.05,0.05,0,0,0.92,0.08,0,240,168,0.9,0.1,0,0,0,0,0,0,normal,21
3,icmp,private,REJ,81,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0.11,0.77,0,205,2,0,0.9,0.86,0,0,0,0,0,nmap,12
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,502,0.0,0.0,0,0,0.98,0.06,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,17
0,tcp,smtp,SF,242,6276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.01,0.01,0,0,0.91,0.09,0,129,105,0.97,0.03,0,0,0,0,0,0,normal,21
1,tcp,other,RSTO,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.18,0.82,0,235,1,0,0.72,0.72,0,0,0,0,0,portsweep,13
1,tcp,other,SF,62,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0.15,0.72,0,188,9,0,0.64,0.71,0,0,0,0,0,satan,13
7,tcp,domain_u,SF,701,11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0.03,0.03,0,0,0.95,0.05,0,182,24,0.91,0.09,0,0,0,0,0,0,normal,21
1,tcp,eco_i,RSTO,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.13,0.91,0,199,9,0,0.86,0.71,0,0,0,0,0,portsweep,16
0,tcp,private,REJ,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,178,0.94,0.94,0,0,0.98,0.01,0,255,6,0.02,0,0,0,0.94,0,0,0,neptune,16
4,tcp,http,SF,1156,7654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,10,0.01,0.01,0,0,0.91,0.09,0,112,220,0.89,0.11,0,0,0,0,0,0,normal,21
4,tcp,eco_i,REJ,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.13,0.62,0,195,5,0,0.95,0.73,0,0,0,0,0,ipsweep,12
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,336,0.0,0.0,0,0,0.95,0.0,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,19
7,tcp,http,SF,1309,14176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0.0,0.0,0,0,0.97,0.03,0,98,181,0.89,0.11,0,0,0,0,0,0,normal,21
43,tcp,ftp,SF,541,287,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,warezclient,11
8,tcp,http,SF,1919,12269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,2,0.01,0.01,0,0,1.0,0.0,0,157,57,0.93,0.07,0,0,0,0,0,0,normal,21
3,tcp,smtp,SF,1032,6181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.03,0.03,0,0,0.93,0.07,0,228,249,0.92,0.08,0,0,0,0,0,0,normal,21
5,tcp,http,SF,1809,7637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.03,0.03,0,0,0.92,0.08,0,204,83,0.87,0.13,0,0,0,0,0,0,normal,21
8,udp,http,SF,1481,10100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0.01,0.01,0,0,0.97,0.03,0,201,164,0.89,0.11,0,0,0,0,0,0,normal,21
6,udp,smtp,SF,1981,14902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0.05,0.05,0,0,0.92,0.08,0,185,206,0.93,0.07,0,0,0,0,0,0,normal,21
3,udp,smtp,SF,1254,10535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,11,0.02,0.02,0,0,0.96,0.04,0,122,18,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,145,0.81,0.81,0,0,1.0,0.04,0,255,18,0.12,0,0,0,0.81,0,0,0,neptune,16
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,144,0.89,0.89,0,0,1.0,0.0,0,255,2,0.08,0,0,0,0.89,0,0,0,back,17
3,udp,http,SF,1573,5398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,10,0.03,0.03,0,0,0.96,0.04,0,136,101,0.98,0.02,0,0,0,0,0,0,normal,21
3,tcp,smtp,SF,1839,4444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,0.01,0.01,0,0,0.98,0.02,0,99,105,0.96,0.04,0,0,0,0,0,0,normal,21
3,tcp,smtp,SF,379,2452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3,0.02,0.02,0,0,0.97,0.03,0,75,220,0.98,0.02,0,0,0,0,0,0,normal,21
3,tcp,http,SF,1313,12293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0.02,0.02,0,0,0.95,0.05,0,49,191,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,485,0.98,0.98,0,0,0.96,0.05,0,255,31,0.02,0,0,0,0.98,0,0,0,back,18
5,udp,http,SF,357,7401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,0.04,0.04,0,0,0.92,0.08,0,245,38,0.95,0.05,0,0,0,0,0,0,normal,21
3,tcp,ftp_data,SF,2143,619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0.0,0.0,0,0,0.98,0.02,0,157,20,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,private,SH,96,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.12,0.62,0,171,1,0,0.5,0.63,0,0,0,0,0,nmap,13
3,tcp,ftp_data,SF,1734,3729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10,0.02,0.02,0,0,0.91,0.09,0,23,105,0.97,0.03,0,0,0,0,0,0,normal,21
3,icmp,private,SH,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.11,0.67,0,214,6,0,0.64,0.86,0,0,0,0,0,satan,16
3,tcp,domain_u,SF,1701,4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0.03,0.03,0,0,0.91,0.09,0,190,137,0.88,0.12,0,0,0,0,0,0,normal,21
1,tcp,http,SF,373,5269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.05,0.05,0,0,0.91,0.09,0,225,73,0.93,0.07,0,0,0,0,0,0,normal,21
0,tcp,private,S0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,322,0.8,0.8,0,0,0.94,0.05,0,255,50,0.15,0,0,0,0.8,0,0,0,neptune,20
7,udp,smtp,SF,846,9336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,11,0.04,0.04,0,0,0.94,0.06,0,90,155,0.96,0.04,0,0,0,0,0,0,normal,21
7,udp,http,SF,1737,2541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0.03,0.03,0,0,0.96,0.04,0,213,148,0.92,0.08,0,0,0,0,0,0,normal,21
2,tcp,other,SF,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.16,0.79,0,245,9,0,0.63,0.73,0,0,0,0,0,ipsweep,13
1,tcp,domain_u,SF,1210,7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.04,0.04,0,0,0.94,0.06,0,222,87,0.91,0.09,0,0,0,0,0,0,normal,21
5,tcp,smtp,SF,1847,13976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,11,0.02,0.02,0,0,0.97,0.03,0,210,176,0.93,0.07,0,0,0,0,0,0,normal,21
0,tcp,domain_u,SF,1867,7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0.03,0.03,0,0,0.94,0.06,0,206,107,0.92,0.08,0,0,0,0,0,0,normal,21
4,icmp,other,SH,40,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.19,0.91,0,239,5,0,0.73,0.94,0,0,0,0,0,nmap,16
0,tcp,http,S0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,363,0.92,0.92,0,0,0.98,0.02,0,255,37,0.1,0,0,0,0.92,0,0,0,back,16
1,tcp,domain_u,SF,552,10268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0.04,0.04,0,0,0.99,0.01,0,58,235,0.87,0.13,0,0,0,0,0,0,normal,21
6,tcp,domain_u,SF,642,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0.03,0.03,0,0,0.94,0.06,0,21,230,0.95,0.05,0,0,0,0,0,0,normal,21
8,tcp,ftp_data,SF,1175,5560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,0.01,0.01,0,0,1.0,0.0,0,167,142,0.96,0.04,0,0,0,0,0,0,normal,21
5,tcp,smtp,SF,504,11301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0.04,0.04,0,0,0.94,0.06,0,72,76,0.87,0.13,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,481,0.83,0.83,0,0,0.94,0.03,0,255,27,0.04,0,0,0,0.83,0,0,0,neptune,19
0,tcp,eco_i,SF,68,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.17,0.88,0,171,4,0,0.63,0.77,0,0,0,0,0,satan,15
6,tcp,http,SF,1997,13711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,0.03,0.03,0,0,0.99,0.01,0,56,134,0.89,0.11,0,0,0,0,0,0,normal,21
4,udp,ftp_data,SF,293,5008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.05,0.05,0,0,0.94,0.06,0,156,18,0.91,0.09,0,0,0,0,0,0,normal,21
0,tcp,private,S0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,274,0.93,0.93,0,0,0.98,0.03,0,255,23,0.07,0,0,0,0.93,0,0,0,neptune,19
0,tcp,http,REJ,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,376,0.81,0.81,0,0,0.94,0.1,0,255,38,0.19,0,0,0,0.81,0,0,0,teardrop,15
7,udp,ftp_data,SF,783,8459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,3,0.0,0.0,0,0,0.95,0.05,0,116,160,0.86,0.14,0,0,0,0,0,0,normal,21
5,udp,http,SF,1192,8934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,4,0.0,0.0,0,0,0.93,0.07,0,13,38,0.87,0.13,0,0,0,0,0,0,normal,21
0,tcp,domain_u,SF,795,4839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0.02,0.02,0,0,0.91,0.09,0,148,253,0.91,0.09,0,0,0,0,0,0,normal,21
51,tcp,telnet,SF,728,547,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,23,0,0,0,0,0,0,0,0,guess_passwd,9
54,tcp,ftp,SF,652,1341,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,23,0,0,0,0,0,0,0,0,ftp_write,12
4,tcp,ftp,SF,714,1694,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,ftp_write,8
3,udp,smtp,SF,2271,11834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,8,0.01,0.01,0,0,0.97,0.03,0,242,90,0.95,0.05,0,0,0,0,0,0,normal,21
5,tcp,private,RSTO,90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0.17,0.97,0,176,9,0,0.82,0.73,0,0,0,0,0,portsweep,12
4,tcp,http,SF,1418,4976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,7,0.04,0.04,0,0,0.97,0.03,0,228,53,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,134,0.95,0.95,0,0,0.96,0.01,0,255,41,0.12,0,0,0,0.95,0,0,0,teardrop,16
4,udp,smtp,SF,1271,4757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,0.01,0.01,0,0,0.98,0.02,0,178,162,0.94,0.06,0,0,0,0,0,0,normal,21
0,tcp,private,S0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,240,0.99,0.99,0,0,0.97,0.03,0,255,49,0.1,0,0,0,0.99,0,0,0,back,19
0,tcp,private,REJ,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,330,0.96,0.96,0,0,0.96,0.03,0,255,27,0.07,0,0,0,0.96,0,0,0,back,20
0,tcp,http,S0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,268,0.88,0.88,0,0,0.93,0.08,0,255,38,0.07,0,0,0,0.88,0,0,0,back,20
3,tcp,private,SH,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.16,0.67,0,204,8,0,0.51,0.95,0,0,0,0,0,satan,15
7,tcp,domain_u,SF,1125,3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0,0,0.96,0.04,0,95,165,0.87,0.13,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,159,0.82,0.82,0,0,1.0,0.06,0,255,40,0.14,0,0,0,0.82,0,0,0,neptune,20
7,tcp,domain_u,SF,1933,8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0.03,0.03,0,0,0.97,0.03,0,97,150,0.94,0.06,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,118,0.0,0.0,0,0,0.98,0.07,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,20
0,tcp,private,S0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,123,0.88,0.88,0,0,1.0,0.02,0,255,27,0.2,0,0,0,0.88,0,0,0,teardrop,19
7,tcp,domain_u,SF,2305,13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.05,0.05,0,0,0.95,0.05,0,133,211,0.99,0.01,0,0,0,0,0,0,normal,21
1,tcp,smtp,SF,580,4905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.02,0.02,0,0,0.94,0.06,0,228,27,0.94,0.06,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,271,0.83,0.83,0,0,0.98,0.07,0,255,19,0.01,0,0,0,0.83,0,0,0,teardrop,15
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,214,0.0,0.0,0,0,0.91,0.06,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,18
0,tcp,smtp,SF,233,7027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,10,0.01,0.01,0,0,0.98,0.02,0,161,245,0.86,0.14,0,0,0,0,0,0,normal,21
5,tcp,ftp_data,SF,1963,8031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0.02,0.02,0,0,0.93,0.07,0,155,203,0.91,0.09,0,0,0,0,0,0,normal,21
5,udp,domain_u,SF,184,14373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.03,0.03,0,0,0.93,0.07,0,171,162,0.93,0.07,0,0,0,0,0,0,normal,21
21,tcp,ftp,SF,573,2146,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,ftp_write,14
6,tcp,domain_u,SF,2278,13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.02,0.02,0,0,0.92,0.08,0,88,54,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,http,S0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,484,0.97,0.97,0,0,0.97,0.03,0,255,35,0.07,0,0,0,0.97,0,0,0,teardrop,16
10,tcp,smtp,SF,1689,8181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0.01,0.01,0,0,0.95,0.05,0,86,227,0.92,0.08,0,0,0,0,0,0,normal,21
3,tcp,http,SF,2354,9330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,12,0.03,0.03,0,0,0.98,0.02,0,181,167,0.89,0.11,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,242,0.82,0.82,0,0,0.92,0.01,0,255,11,0.1,0,0,0,0.82,0,0,0,back,19
1,udp,http,SF,821,10574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0.0,0.0,0,0,0.96,0.04,0,87,120,0.99,0.01,0,0,0,0,0,0,normal,21
10,tcp,http,SF,1370,12004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,11,0.02,0.02,0,0,0.95,0.05,0,182,73,0.99,0.01,0,0,0,0,0,0,normal,21
6,tcp,http,SF,552,10655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0.03,0.03,0,0,0.9,0.1,0,179,217,0.88,0.12,0,0,0,0,0,0,normal,21
0,tcp,http,S0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,115,0.92,0.92,0,0,0.92,0.07,0,255,16,0.14,0,0,0,0.92,0,0,0,teardrop,19
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,351,0.0,0.0,0,0,0.97,0.0,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,18
0,tcp,http,S0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,225,0.98,0.98,0,0,0.98,0.01,0,255,50,0.1,0,0,0,0.98,0,0,0,teardrop,20
3,tcp,smtp,SF,1208,10780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,8,0.01,0.01,0,0,0.97,0.03,0,136,140,0.93,0.07,0,0,0,0,0,0,normal,21
2,tcp,http,SF,476,5376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,0.05,0.05,0,0,0.95,0.05,0,171,89,0.88,0.12,0,0,0,0,0,0,normal,21
3,udp,http,SF,2456,12422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,10,0.04,0.04,0,0,0.95,0.05,0,176,37,0.92,0.08,0,0,0,0,0,0,normal,21
